geneID	ATAC_region	ATAC_factor	ATAC_direction	Time	Gd7	Toll10b	Toll9
FBgn0263930	Region8949	Toll9	Up	1.4610621974025	0.212387440300792	-1.88379209394313	2.31440829280256
FBgn0035956	Region8981	Gd7	Up	-0.184990084890754	3.02468705066872	-2.26330002555684	-0.557785005095694
FBgn0035956	Region8983	Gd7	Up	1.53915723578063	2.00157126771823	-1.6329690583125	-0.184574541415126
FBgn0028789	Region8990	Gd7	Up	0.667033740607145	1.7324539818154	-1.30717090228545	-0.304722723814448
FBgn0028789	Region9000	Gd7	Up	-0.051688247176752	1.96764710722372	-1.58450757864885	-0.209806828535325
FBgn0052053	Region9123	Toll10b	Up	-0.577100843564184	-2.18023734824745	3.7360476074449	-2.46969794651942
FBgn0041094	Region9265	Gd7	Up	-0.685621858991209	2.58794871580918	-1.44139789749066	-1.15280955600218
FBgn0041094	Region9294	Gd7	Up	0.494750997158239	2.22131995774882	-1.62801664497827	-0.456223750218659
FBgn0041094	Region9324	Gd7	Up	1.07454535906913	1.68308531690785	-0.677901293310488	-1.10384802068483
FBgn0014343	Region9555	Toll9	Down	1.67424039765504	0.947293184192914	0.423239350726939	-1.71940394931379
FBgn0014343	Region9564	Toll9	Down	1.31098946489358	0.178852603016948	0.889722477853425	-1.42961691487677
FBgn0014343	Region9570	Toll9	Down	0.225123192403377	0.0280678796286552	1.43778445066059	-1.9956847712646
FBgn0014343	Region9571	Toll9	Down	-0.0647897225576834	1.9869968313751	-0.128141885215659	-2.22033650226186
